101b1,Belén tiene una bonita bufanda.
101b1, Me he comprado unas botas en Bimba y Lola.
101b1,Hoy tengo que coger el bus para ir a la biblioteca.
101b1,Me va muy bien en el gimnasio porque entreno los bíceps.
101b1,Tengo que buscar mi bolso porque lo he perdido tía.
101b1,"Bruno, te estás comportando como un burro tío."
101b1,"Baltasar, voy a bajar en bus al centro para ver la basílica de Santa Maria."
101b1,"Bustamante, quedamos en la cafetería Bombón."
101b1,"El bolso de Bimba me lo ha regalado mi novio, es de la tienda Bambolina."
101b1,"Antes de entrar al cine, me comprado una botella de agua en el Belros."
101b1,Fui a la bolera con mi amigo Bertín.
102d1,"Darío colega, ponte a dibujar."
102d1,"Me duele la barriga tía, por comer tantos doritos."
102d1,"Hay que comprar la botella de alcohol, ¿prefieres Dyc o Jack Daniel’s?."
102d1,Damián no comas más chocolate que te va a entrar diarrea.
102d1,"Es muy difícil, en plan difícil, difícil."
102d1,"Dylan, deja de dibujar."
102d1,Me flipan los dátiles del Dialprix.
102d1,En el Dialsur ganan mucho dinero.
102d1,Tengo mucho dolor en el pie derecho y me tocó irme al historial.
102d1,Mi hermana trabaja los domingos en la cafetería Dalí.
102d1,"Daniel ¡no duermas tanto!, aprovecha el fin de semana."
103f1,El fuego llegó hasta la farmacia.
103f1,El fortín está fuera del pueblo.
103f1,En la calle Ferraz el tráfico está fuera de servicio.
103f1,El funambulista falló la maniobra.
103f1,Fumar y tomar café después de comer
103f1,La fuente de la Glorieta está fuera de servicio.
103f1,Elche factura 500.000€ en las fiestas de agosto.
103f1,La economía de Elche se fractura frecuentemente.
103f1,Se fundió la farola de la calle de Fayna
103f1,Hay un fallo de fabricación en Gioseppo
104g1,Que guay la gorra que me han traído los reyes.
104g1,La goma de la bici está guarreada.
104g1,Juego con globos rellenos de gaseosa.
104g1,La gente quiere que Gibraltar vuelva a ser español.
104g1,Mi colega toca la guitarra con guantes.
104g1,Yo vivo al lado de la plaza del Gallo
104g1,Mi amigo Ginés siempre quiere ir a ver los gatos del parque Municipal.
104g1,Gasto mucho dinero en las Gabardinas de la tienda de Conchita.
104g1,La fiesta de moros y cristianos genera mucha multitud de gente.
104g1,El Elche ganó el último partido de liga contra el Leganés
105j1,"Estoy en mi house, ¿vienes?"
105j1,"¡Joder Juan, qué heavy!"
105j1,Jorge tiene el juego más top.
105j1,Estamos de jangueo en Halloween.
105j1,¡Juanjo es el jefe cortando jamón!
105j1,Jimena siempre tiene las mejores ideas.
105j1,Este jambo es gilipollas.
105j1,Junto al río Vinalopó hay jardines.
105j1,Jóvenes ilicitanos juegan juntos.
106k1,Esta casa está de locos.
106k1,¡Caramba! Que canción más cochina
106k1,"No se calla coño, da cringe"
106k1,Esa película está que te cagas
106k1,Mi amigo Carlos es un crack.
106k1,Elche es perfecta por su clima cálido.
106k1,La arquitectura de la Basílica de Santa María es cojonuda.
106k1,Claudia vamos a tomarnos una caña por Carrús.
107l1,La luna llena ilumina el lago
107l1,Lalo lee libros en la biblioteca
107l1,Lola se lima las uñas
107l1,Leandro lava el aseo con lejía
107l1,Los dátiles son ilicitanos
107l1,La abuela lee con lupa
107l1,Las luciérnagas iluminan
107l1,La leche con chocolate
107l1,Laura vende limonada en la glorieta
107l1,A Lucas le gusta la lasaña
107l2,El cielo brilla mucho en la Nit de l’albà.
107l2,El sol sale al alba.
107l2,La policía molesta a Lucia y la multa por fumar en el bar.
107l2,El lagarto de Camila es lila.
107l2,"Cuelga la lámpara de la litera, Carmen."
107l2,Mis amigos y yo liamos un porro para reír con la película de risa.
107l3,"En Elche hay más de mil palmeras, se llama El Palmeral."
107l3,"El color del mar y del cielo es azul, el color favorito de Sonia."
107l3,Raúl tiene un tatuaje con hojas de laurel.
107l3,Los turistas visitan El Palmeral en verano.
107l3,Las luces de Ramón son luminosas.
108ll1,Ella se llama Estrella y le gusta la paella valenciana.
108ll1,Alba lleva una bella falda amarilla.
108ll1,"La botella lleva agua con limón, se llama aquarius."
108ll1,La llamada llegó tarde y no la pude contestar.
108ll1,Llum ha olvidado las llaves.
108ll1,"Yo llevaba a mi hija Paula a la guardería en autobús, hasta que me saqué el carnet de conducir."
108ll1,Llanos me dijo que fuera a llorar a la llorería.
108ll1,Llorenç se compra una gorra amarilla.
108ll1,El bombero apagó la llama del edificio y lloró de alegría.
108ll2,Compre un llavero de Roma para llevar las llaves del coche.
108ll2,El cuchillo corta a la cebolla y la Lluna llora al hacerlo.
108ll2,María se llama mi vecina y tiene miedo a la lluvia y la tormenta.
108ll2,Yo le llevé de cena tallarines tailandeses del nuevo restaurante del centro de congresos.
108ll2,"Salí a la calle y llovía mucho, no podía conducir tranquila."
108ll2,"Llusia, Ana y Jorge hacen botellón en la Avinguda de la Llibertat."
108ll2,El caballo galopa en el valle por la llanura.
108ll2,Mi sobrino Juan es muy pillo y siempre tiene ampollas.
109m1,"Me molestan tus zapatos, no son crema."
109m1,Mostrar mi móvil a Matías
109m1,Me mola mazo
109m1,Mira no me rayes.
109m1,Máquina a menos diez en tu kelo.
109m1,Mañana iremos al MAHE
109m2,Cremote esto está flama.
109m2,La lía mucho veremos qué trama.
109m2,Tendremos cuidado con la cama
109m2,No te me subas por las ramas
109m2,El enmascarado masca goma.
109m2,Toma geroma pastillas de goma.
109m2,Con vergüenza ni comes ni almuerzas.
109m2,Estaremos cerca del palacio de Altamira.
109m2,Somos el mayor palmeral de Europa.
109m2,Vámonos a la comedia.
109m3,Es alto el campanario de Santa María.
109m3,Compra entradas para el campo Martinez Valero.
109m3,La campana sonaba más fuerte que el tambor.
109m3,A Paco le gusta cantar samba y rumba.
109m3,Antonio llevaba una bomba de humo.
109m3,Alma pone una bombilla nueva en la lámpara.
109m3,Amparo cogió un empacho de gambas.
109m3,El oso come bambú verde.
109m4,"María estará en la discoteca Mío, está flama"
109m4,Marta irá a la glorieta.
109m4,Marcos estará en Santa María.
109m4,"Marcelo se toma el gin-tonic en la Plaza blanca, mola eso"
109m4,Mónica va mucho a las piscinas de Carrús.
109m4,Marina va ahora al museo del MAHE.
109m4,Manolo y Mario comen en el L’Aljub.
109m4,Miguel mañana irá al parque municipal.
109m4,Marc es un pimpollo de mucho cuidado nene.
110n1,Nado mucho en la playa.
110n1,En los nidos no hay nada.
110n1,Ni más ni menos.
110n1,Estoy flipando.
110n1,Quiero pan y Nocilla.
110n1,Los valencianos son nanos y nosotros ilicitanos.
110n1,Tenemos el río Vinalopó
110n1,La nit de l’Alba es muy sonora.
110n1,Nado en Arenales y en el Pinet.
110n1,Los ilicitanos son buena gente.
110n1,Nadia conduce dirección el Pinet
110n1,Natalia ha quedado en el Dundun.
110n1,Juanma se ha bebido 3 pintas de Heineken.
110n1,Nicolás nunca ha estado en san Antón.
110n1,Jonathan niega haber ido al Martínez Valero.
110n1,"Nahuel es herculano, no tenía ni idea tete."
110n1,Noa piensa que hay que tener cojones para las ocasiones
110n1,Noelia busca un filmaker para su canción.
110n2,El pantalón de campana es de pana y ante.
110n2,Nacho zampó pan con jamón.
110n2,Nicolás compró un sillón para su salón.
110n2,Cagaré el jamón con melón.
110n2,Juan y Vicente juegan con el sifón un montón.
111ñ1,Los niños vieron un ñu en el zoo maño.
111ñ1,Las pirañas viven en agua dulce.
111ñ1,Mañana iremos a la montaña.
111ñ1,No me gusta la pizza con piña.
111ñ1,De pequeño tenía muchas muñecas.
111ñ1,Elche no es pequeño.
111ñ1,Elche está en España.
111ñ1,En otoño se comen castañas.
111ñ1,Elche es un coñazo.
111ñ1,En Carrús hay calaña
111ñ1,Mañana iré al L'Aljub ¡es la caña!
112p1,Pepe come pipas.
112p1,Quiero ir a Pamplona.
112p1,Mi padre está de picos pardos.
112p1,En verano voy a la piscina.
112p1,Me gusta pintar pandas.
112p1,Paula come patatas.
112p1,Mañana iré al Palmeral.
112p1,Pedro parece asombrado por la dama de elche
112p1,Hay muchos perros.
112p1,Pablo probó los dátiles.
112p1,Elche parece grande.
112p1,La presa del pantano impresiona.
112p2,Los Alpes son pintorescos.
112p2,Ya he apagado la luz.
112p2,Ayer participé en una competición.
112p2,Me apasionan las amapolas.
112p2,Lupita capta indirectas.
112p2,Los palmerales están junto al hospital.
112p2,El río tiene poca capacidad de agua.
112p2,"En la Torreta, Paula se comprometió a cooperar más."
113r1,A Rocío le regalaron un ramo.
113r1,El rojo es genial.
113r1,Los coches tienen ruedas.
113r1,Ricardo es rubio.
113r1,Las ratas son roedores.
113r1,El barrio del Raval era la judería.
113r1,La romería empieza temprano.
113r1,Rodrigo se rompió la pierna en la Avinguda.
113r1,El naranja es mi color preferido.
113r1,Las escaleras suelen tener barandillas.
113r1,A Irene le gustan las zanahorias.
113r1,En invierno uso sudaderas.
113r1,¿Tienes miedo a las arañas?
113r1,Los buses circulan rápido.
113r1,"Perdone, ¿dónde para la estación de autobuses? "
113r1,Hay pocas paradas de autobuses en La Marina.
114rr1,Reina tiene un ruiseñor.
114rr1,Remedios se come el romero en la paella.
114rr1,Raúl corre rambla.
114rr1,Renato es rancio.
114rr1,Ese carro es ruso.
114rr1,La rana subió a la rama.
114rr2,El narrador se confundió de noticia.
114rr2,El chocolate es marrón.
114rr2,El perro corría por el parque.
114rr2,Me gustan los macarrones.
114rr2,Me gusta desayunar churros.
114rr2,El barrio del Raval es antiguo.
114rr2,En Reyes hay carrozas.
114rr2,Uno de los puentes se llama de Hierro.
114rr2,El río es de color marrón.
114rr2,"¡Corte, que no llegamos a las rebajas del corte inglés! "
114rr3,En el mar vi un barco de vapor.
114rr3,Hace calor en el bar.
114rr3,Román siempre va a comer a la Sureña.
114rr3,¿Puedo comer en tu bar?
114rr3,"Correr y ganar, todo es empezar."
115s1,La sopa estaba super salada
115s1,Susana sale sonriendo en la foto
115s1,Él sapo de Samuel está sufriendo porque le han sacado del estanque
115s1,Vi siete soldados con sandalias
115s1,Subí al autobús hacia sector V
115s1,Sabemos elegir él buen sushi del Abjub
115s1,Saliendo de Socialia subimos al autobús
115s1,El sombrero lo compré el sábado en Stradivarius
115s2,En casa tengo un oso que pesa
115s2,La pesa rosa pesaba seis kilos
115s2,Dormiste y soñaste con salchichas
115s2,Notaste el seísmo
115s2,La basílica de Santa María está guapa
115s3,Nos tomamos anís con Carlos
115s3,"Sé inglés, japonés y portugués"
115s3,"Con tijeras lápices, folios y compases, hicimos manualidades"
115s3,Somos capaces de utilizar las frases
115s3,Tener altas expectativas puede causarte problemas
115s3,Los palmerales de Elche están abandonados
115s3,Las calles de Corazón de Jesús están llenas
116t1,Tenemos tantos tomates que los tiramos
116t1,Tiramos de tijera para terminar con las trenzas
116t1,Estamos tragando tantas tonterías…
116t1,Él terrateniente te trajo un traje
116t1,Tantas tonterías que hacen los tontos ilicitanos
116t1,Tomás es un buen traductor
116t1,La tabla de tanta cera que resbala
116t1,¿Tantas personas tienen timbre en su casa?
116t1,Tamara toma té en la terraza
116t1,Elche está tolerando totalmente la violencia
116t2,Los institutos de Elche son unos tiranos
116t2,Estamos tirando piedras al estanque con patos
116t2,En Altabix hay tiendas de tatus
116t2,"Estamos elegantes, pero nos tiraron rotuladores"
116t2,Fue una tertulia estrepitosa
116t2,Estábamos sentados en un estanco de Elche
116t2,Los altavoces del ayuntamiento suenan muy fuertes
116t2,El ritmo de las notas va muy lento
116t2,La telenovela que estoy viendo está muy chula
116t2,En lo alto del monte estamos congelados
117fl1,Aprender a tocar la flauta.
117fl1,Tener horarios flexibles.
117fl1,Me hizo flipar.
117fl1,En el agua uso flotador.
117fl1,Comprar flores en la floristería.
117fl1,Jose Manuel baila flamenco.
117fl1,A Carlos le da tiricia tocar las flores.
117fl1,La ignorancia es un flagelo de la sociedad.
117fl1,A Laura le flipan los deportes.
118pr1,Quiero realizar las prácticas.
118pr1,Probablemente tiene privilegios.
118pr1,Tiene prisa.
118pr1,Realizó una mala praxis.
118pr1,Evitar meterse en problemas.
118pr1,María practica fútbol en la ciudad deportiva.
118pr1,La naturaleza está muy pronunciada en el Palmeral de Elche.
118pr1,Como plato principal tenemos arroz con costra.
119br1,A Brenda le gusta el brownie.
119br1,Bruno brinca en el parque.
119br1,Breno gasta bromas.
119br1,Él tuvo una bronca breve. 
119br1,Brian aprende Braille.
119br1,La brisa de los Arenales es fría.
119br1,Brian va al cine a ver Brave.
120fr1,Fran frota el suelo.
120fr1,Froilán se mete en fregados.
120fr1,La fruta fresca es sana.
120fr1,Francisca tiene frio.
120fr1,Freddy fríe frijoles.
120fr1,Freya fríe patatas fritas.
120fr1,Franco Fracasa en francés.
120fr1,Francisco hace un free tour por Elche.
120fr1,Fran frecuenta el Martinez Valero.
121bl1,Elena habló con Pablo en la biblioteca.
121bl1,Llevo una mancha en mi blusa.
121bl1,Juan dobló el folio blanco.
121bl1,Tu ombligo blanco mola un montón.
121bl1,Pablito Pablete no deja de hablar.
122fl1,Es un ambiente conflictivo.
122fl1,En mi casa uso pantuflas.
122fl1,A veces como coliflor.
122fl1,Cuando leo reflexiono.
122fl1,Ellos influyen en mí.
123pr1,Me levanté temprano.
123pr1,Fui a hacer la compra.
123pr1,Quiero aprender idiomas.
123pr1,Trabajo en una empresa de calzados.
123pr1,Reprobé el examen.
124br1,La cabra subió a un monte abrupto.
124br1,En la libreta llevo el teléfono de Sabrina.
124br1,Me abrocho mi abrigo de cebra.
124br1,Abrí el sobre con el abrecartas.
124br1,En abril terminaré la obra.
124br1,El obrero cobró su sueldo.
124br1,Llamé al timbre y me abrió mi sobrina.
124br1,El cerebro de la cebra es pequeño.
125fr1,Afrontar la afrenta de Alfredo.
125fr1,Los africanos viven en África.
125fr1,El cafre de Francisco rompió el cofre.
125fr1,Las cifras del azafrán suben sin parar.
125fr1,Le haré un refrán a Afrodita.
125fr1,Onofre sufre de gripe.
126cl1,Clara clava clavos.
126cl1,Claudia es cliente fija.
126cl1,Jugamos al Cluedo en clase.
126cl1,Por la claraboya entra claridad.
126cl1,Cloe clasifica claveles.
126cl1,A Claudia le gusta el club Clandestine.
126cl1,Cleo clica el botón del bus.
127gl1,Gloria va glamurosa a la Glorieta.
127gl1,El gladiador Gladis es glotón.
127gl1,Glenda es alérgica al gluten.
127gl1,Los globos de la Glorieta están guapos.
127gl2,Hay aglomeraciones en la Iglesia.
127gl2,Gloria está arreglando la Glorieta.
127gl2,El Corte Inglés está en el Sector V.
127gl2,Alberto ve la Alborada en Google.
127gl2,El parque de los patos parece una jungla.
127gl2,L'Aljub engloba tiendas.
127gl3,Gloria infla un globo con forma de glacial.
127gl3,La glorieta de Elche es muy glamurosa.
127gl3,Gladis tiene glaucoma y es intolerante al gluten.
127gl3,En el glosario he aprendido una palabra nueva: glucosa.
127gl3,A un jugador del Elche le duele el glúteo.
128tr1,Trini me trajo un trapo.
128tr1,Me gusta ver Juegos de Tronos.
128tr1,Los renos van en trineo.
128tr1,Sacó su tractor para trabajar.
128tr1,Juani tradujo todo.
128tr1,El río Vinalopó es tremendo.
128tr1,¡Rayos y truenos! Llego tarde al trabajo.
128tr1,Hay tráfico en este tramo.
128tr1,Marco trabaja en el campo trillando trigo.
128tr1,Trudi vive por el Huerto Travalón.
128tr1,En Navidad ponen un trineo en el centro.
128tr1,Cojo el tren porque trabajo fuera.
128tr1,Juanjo trabaja en El Trastero.
128tr2,Tres tristes tigres comen trigo en un trigal de Elche.
128tr2,Trabajan para traer el tranvía a Elche.
128tr2,El Huerto Travalón se encuentra en la calle Travalón número trece.
128tr2,El tractor se utiliza para cultivar trigo.
128tr2,Si te montas en el trineo puede ocurrir una tragedia.
129dr1,Adrián se compró un dron.
129dr1,Me compro maquillaje en Druni.
129dr1,Vamos a tomarnos una caña al Dríadas.
129dr1,Draymond va todo drogado.
129dr2,En el Druni de Elche la droguería es muy bonita.
129dr2,El consumo de drogas del barrio Carrús es bastante drástico.
129dr2,Vi a un Dron volar que se parecía a un gran dragón.
129dr2,En el club de arte dramático de Elche escenificaron una comedia muy dramática.
129dr2,La drogodependencia en Elche es una problemática que hay que trabajar.
130gr1,Telelx graba palmeras grandes.
130gr1,Los grupos de Comparsa son grandes.
130gr1,El Gran Teatro es grandioso.
130gr1,Grabamos los Graffitis del río.
130gr1,Gregorio come en el restaurante Granaino.
130gr1,María graba un Tik-Tok gracioso.
131cr1,Eres un crack Cristóbal.
131cr1,Creo que he roto el cristal del baño.
131cr1,"Cristiano, no pises el suelo que ha dado un crujido."
131cr1,"Con el criterio de esta profesora, está crudo."
131cr1,Se me ha roto la cremallera y creía que se podía arreglar.
131cr1,Cristopher colecciona cromos del equipo del barça.
131cr1,"He ido al juzgado, y el cretino me parecía creíble."
131cr1,La policía ha sido cruel con el criadero de animales de Elche.
131cr1,El secretario del museo del Mae es ucraniano.
131cr1,El escritor más famoso de Elche es un hipócrita.
131cr1,La manifestación contra la discriminación de la mujer ha sido criminal.
131cr1,Cristina va a rezarle al Cristo todos los domingos a misa
131cr2,Cristina tuvo un accidente craneoencefálico.
131cr2,Cristian rompió un cristal con crueldad.
